AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
12210,92000130,H,997,099,H99,NON,01,1301,0999971301,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,BUDGET - CONTROLE DE GESTION,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,BUDG CONTROLE GEST,BUDG CONTROLE GEST,ldz_structure
12211,92002000,H,997,099,H99,NON,01,1302,0999971302,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DES MALADES HOSP.ET CONSULTANTS,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,ACTIVITE FACTURATION,ACTIVITE FACTURATION,ldz_structure
12212,92000010,H,997,099,H99,NON,01,1400,0999971400,1996,Qtr 4,novembre,1,,,,,1996,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES ADMINISTRATIFS,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,DIR RESSOURCES,DIR RESSOURCES,ldz_structure
12213,92001015,H,997,099,H99,NON,01,1401,0999971401,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,GESTION DU PERSONNEL,GESTION DU PERSONNEL,ldz_structure
12221,92999999,H,997,099,H99,NON,01,1801,0999971801,1996,Qtr 4,octobre,1,,,,,1996,Qtr 4,octobre,1,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,ORGANISME HORS AP,ORGANISME HORS AP,ldz_structure
12222,92999999,H,997,099,H99,NON,01,1901,0999971901,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,UGC DIVERS,UGC DIVERS,ldz_structure
12223,92006200,H,997,099,H99,NON,02,1902,0999971902,2000,Qtr 1,janvier,1,,,,,2000,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EAU ENERGIE CHAUFFAGE CLIM,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOTELIER & TECHNIQUE,EAU CHAUFFAGE ENERG.,EAU CHAUFFAGE ENERG.,ldz_structure
12224,92000020,H,997,099,H99,NON,01,1903,0999971903,2000,Qtr 1,janvier,1,2010,Qtr 4,décembre,31,2000,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,GESTION DES TRAVAUX,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,TRAVAUX,TRAVAUX,ldz_structure
12225,92006400,H,997,099,H99,NON,02,1904,0999971904,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DES DECHETS,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOTELIER & TECHNIQUE,DECHETS DE SOINS,DECHETS DE SOINS,ldz_structure
12226,92006100,H,997,099,H99,NON,02,1905,0999971905,2010,Qtr 2,juin,8,,,,,2010,Qtr 2,juin,8,2025,Qtr 4,octobre,13,N,O,NETTOYAGE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOTELIER & TECHNIQUE,NETTOYAGE,NETTOYAGE,ldz_structure
12227,92008100,H,997,099,H99,NON,02,1906,0999971906,2010,Qtr 2,juin,17,,,,,2010,Qtr 2,juin,17,2025,Qtr 4,octobre,13,N,O,ATELIERS ET MAGASINS DES SERVICES TECHN,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOTELIER & TECHNIQUE,ATELIERS SCES TECHNI,ATELIERS SCES TECHNI,ldz_structure
12228,92001024,H,997,099,H99,NON,01,1907,0999971907,2013,Qtr 2,avril,4,,,,,2013,Qtr 2,avril,4,2025,Qtr 4,octobre,13,N,O,CRECHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,CRECHE,CRECHE,ldz_structure
12229,92006320,H,997,099,H99,NON,02,1908,0999971908,2018,Qtr 1,mars,14,,,,,2018,Qtr 1,mars,14,2025,Qtr 4,octobre,13,N,O,GARDIENNAGE SECURITE ANTI-MALVEILLANCE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOTELIER & TECHNIQUE,SECURITE ANTIMALVEIL,SECURITE ANTIMALVEIL,ldz_structure
12230,92001015,H,997,099,H99,NON,01,5680,0999975680,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,ALLOCATAIRES ETUDES,ALLOCATAIRES ETUDES,ldz_structure
12231,92999999,H,997,099,H99,NON,00,9020,0999979020,1996,Qtr 4,décembre,1,2012,Qtr 1,janvier,1,1996,Qtr 4,décembre,1,2025,Qtr 1,janvier,29,N,N,INDETERMINE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,MANQUANT,ECARTS =>TIGRE,ECARTS =>TIGRE,ldz_structure
12232,92001015,H,997,099,H99,NON,01,9500,0999979500,2009,Qtr 2,juin,19,,,,,2009,Qtr 2,juin,19,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,DEP PERS EN POSITION,DEP PERS EN POSITION,ldz_structure
12233,92999991,H,997,099,H99,NON,01,9760,0999979760,2011,Qtr 1,mars,9,,,,,2011,Qtr 1,mars,9,2025,Qtr 4,octobre,13,N,O,DEPENSES PIE MT,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,DEPENSES PIE MT,DEPENSES PIE MT,ldz_structure
12234,92300000,H,997,099,H99,NON,80,9810,0999979810,1996,Qtr 3,août,1,2010,Qtr 3,août,25,1996,Qtr 3,août,1,2025,Qtr 1,janvier,29,N,N,EQUIPE DE SUPPLEANCE ADULTE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HOSPIT COMPL CONVENT,EQ.SUPPLEANCE,EQ.SUPPLEANCE,ldz_structure
12235,92001019,H,997,099,H99,NON,01,9811,0999979811,1996,Qtr 3,août,1,2014,Qtr 3,septembre,1,1996,Qtr 3,août,1,2025,Qtr 1,janvier,29,N,N,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,CLD,CLD,ldz_structure
12236,92001015,H,997,099,H99,NON,01,9812,0999979812,1996,Qtr 3,août,1,2010,Qtr 3,août,25,1996,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,MANQUANT,MANQUANT,ldz_structure
12237,92001015,H,997,099,H99,NON,01,9813,0999979813,1996,Qtr 3,août,1,,,,,1996,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PERS.PR. ECOLES,PERS.PR. ECOLES,ldz_structure
12238,92001015,H,997,099,H99,NON,01,9814,0999979814,1996,Qtr 3,août,1,,,,,1996,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PERS. PR. AUTRES,PERS. PR. AUTRES,ldz_structure
12239,92001012,H,997,099,H99,NON,01,9815,0999979815,1996,Qtr 3,août,1,,,,,1996,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,FORM.ELEVE AIDE-SOIG,FORM.ELEVE AIDE-SOIG,ldz_structure
12240,92001019,H,997,099,H99,NON,01,9817,0999979817,2001,Qtr 1,février,1,,,,,2001,Qtr 1,février,1,2025,Qtr 4,octobre,13,O,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PROM PROF SUR C COM,PROM PROF SUR C COM,ldz_structure
12241,92001019,H,997,099,H99,NON,01,9818,0999979818,1997,Qtr 2,mai,1,,,,,1997,Qtr 2,mai,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,FORMATION PRO,FORMATION PRO,ldz_structure
12242,92001019,H,997,099,H99,NON,01,9829,0999979829,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,CFP,CFP,ldz_structure
12243,92001019,H,997,099,H99,NON,01,9833,0999979833,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,CFA,CFA,ldz_structure
12244,92001019,H,997,099,H99,NON,01,9835,0999979835,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PROTOCOLE INAPT,PROTOCOLE INAPT,ldz_structure
12245,92001019,H,997,099,H99,NON,01,9841,0999979841,2005,Qtr 1,janvier,1,,,,,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PROTOCOLE HANDIC,PROTOCOLE HANDIC,ldz_structure
12246,92001018,H,997,099,H99,NON,01,9855,0999979855,2012,Qtr 4,octobre,24,,,,,2012,Qtr 4,octobre,24,2025,Qtr 4,octobre,13,O,O,PERSONNEL EN CLD,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PERSONNEL EN CLD,PERSONNEL EN CLD,ldz_structure
12247,92001015,H,997,099,H99,NON,01,9857,0999979857,2017,Qtr 3,août,24,,,,,2017,Qtr 3,août,24,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,C.A.A,C.A.A,ldz_structure
12248,92001020,H,997,099,H99,NON,01,9858,0999979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES AU PERSONNEL,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
12249,92001015,H,997,099,H99,NON,01,9907,0999979907,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
12250,92510000,H,997,099,H99,NON,01,9933,0999979933,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE FINANCIER,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,STRUCTURE-FINANCIER,STRUCTURE-FINANCIER,ldz_structure
12251,92520000,H,997,099,H99,NON,01,9935,0999979935,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE IMMOBILIER,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,ADMINISTRATION,STRUCTURE-IMMOBILIER,STRUCTURE-IMMOBILIER,ldz_structure
12252,92398150,H,997,099,H99,NON,33,9990,0999979990,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,RECHERCHE,URC UG STR PERENNES,URC UG STR PERENNES,ldz_structure
12253,92398150,H,997,099,H99,NON,33,9991,0999979991,1997,Qtr 1,janvier,29,2009,Qtr 4,novembre,6,1997,Qtr 1,janvier,29,2025,Qtr 1,janvier,29,N,N,RECHERCHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,RECHERCHE,CEDIT,CEDIT,ldz_structure
12254,92398150,H,997,099,H99,NON,33,9993,0999979993,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,RECHERCHE,URC RH STR NON PEREN,URC RH STR NON PEREN,ldz_structure
12255,92398150,H,997,099,H99,NON,33,9994,0999979994,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,RECHERCHE,RECHERCHE RH PNM,RECHERCHE RH PNM,ldz_structure
12256,92398150,H,997,099,H99,NON,33,9998,0999979998,1999,Qtr 1,janvier,1,2009,Qtr 4,novembre,6,1999,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,RECHERCHE,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,RECHERCHE,SECURITE SANITAIRE,SECURITE SANITAIRE,ldz_structure
12257,92302240,H,999,099,H99,NON,20,0000,0999990000,2001,Qtr 4,décembre,31,2008,Qtr 4,décembre,31,2001,Qtr 4,décembre,31,2025,Qtr 4,octobre,13,N,N,RHUMATOLOGIE,CRPP,HORS NORME,HOSPITALISATION A DOMICILE,HAD,HOSPITAL.SEMAINE,MANQUANT,MANQUANT,ldz_structure
12258,92000000,H,997,100,SC2,NON,01,0010,1009970010,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,DIRECTION,DIRECTION,ldz_structure
12259,92000010,H,997,100,SC2,NON,01,0020,1009970020,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES ADMINISTRATIFS,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,FINANCES DRH,FINANCES DRH,ldz_structure
12260,92003000,H,997,100,SC2,NON,01,0030,1009970030,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SERVICE INFORMATIQUE LOCAL,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,SUPPORT/REFERENTIELS,SUPPORT/REFERENTIELS,ldz_structure
12261,92000200,H,997,100,SC2,NON,01,0042,1009970042,2010,Qtr 3,juillet,1,,,,,2010,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,SMITT,SMITT,ldz_structure
12262,92000200,H,997,100,SC2,NON,01,0050,1009970050,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,SFEHR,SFEHR,ldz_structure
12263,92000200,H,997,100,SC2,NON,01,0060,1009970060,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,SERVICE DE PILOTAGE,SERVICE DE PILOTAGE,ldz_structure
12264,92000200,H,997,100,SC2,NON,01,0070,1009970070,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,PRESTATIONS SERVICES,PRESTATIONS SERVICES,ldz_structure
12265,92000200,H,997,100,SC2,NON,01,0080,1009970080,2011,Qtr 2,juin,9,,,,,2011,Qtr 2,juin,9,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,SMMAT,SMMAT,ldz_structure
12266,92999999,H,997,100,SC2,NON,00,0200,1009970200,1997,Qtr 1,janvier,1,2011,Qtr 2,mai,31,1997,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,INDETERMINE,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,MANQUANT,VAGUEMESTRE,VAGUEMESTRE,ldz_structure
12267,92001015,H,997,100,SC2,NON,01,5680,1009975680,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,ALLOCATAIRES ETUDES,ALLOCATAIRES ETUDES,ldz_structure
12268,92001012,H,997,100,SC2,NON,01,8100,1009978100,1996,Qtr 3,septembre,1,,,,,1996,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12269,92999999,H,997,100,SC2,NON,00,9020,1009979020,1996,Qtr 4,décembre,1,2011,Qtr 2,mai,31,1996,Qtr 4,décembre,1,2025,Qtr 1,janvier,29,N,N,INDETERMINE,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,MANQUANT,ECARTS =>TIGRE,ECARTS =>TIGRE,ldz_structure
12270,92001015,H,997,100,SC2,NON,01,9500,1009979500,2009,Qtr 2,juin,16,,,,,2009,Qtr 2,juin,16,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,DEP PERS EN POSITION,DEP PERS EN POSITION,ldz_structure
12271,92001019,H,997,100,SC2,NON,01,9811,1009979811,1996,Qtr 2,juin,1,2014,Qtr 3,septembre,1,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,CLD,CLD,ldz_structure
12272,92001019,H,997,100,SC2,NON,01,9817,1009979817,1996,Qtr 4,décembre,1,,,,,1996,Qtr 4,décembre,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,PROM PROF SUR C COM,PROM PROF SUR C COM,ldz_structure
12273,92001019,H,997,100,SC2,NON,01,9818,1009979818,1996,Qtr 4,décembre,1,,,,,1996,Qtr 4,décembre,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
12274,92001019,H,997,100,SC2,NON,01,9829,1009979829,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,CFP,CFP,ldz_structure
12275,92001019,H,997,100,SC2,NON,01,9831,1009979831,2015,Qtr 1,mars,20,,,,,2015,Qtr 1,mars,20,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,RH CLD CHARGES COMM,RH CLD CHARGES COMM,ldz_structure
12276,92001019,H,997,100,SC2,NON,01,9833,1009979833,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,CFA,CFA,ldz_structure
12277,92001019,H,997,100,SC2,NON,01,9835,1009979835,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,PROTOCOLE INAPTITUDE,PROTOCOLE INAPTITUDE,ldz_structure
12282,92000200,H,997,100,SC2,NON,01,9859,1009979859,2020,Qtr 2,avril,24,,,,,2020,Qtr 2,avril,24,2025,Qtr 4,octobre,13,N,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,GEST CRISE FONCT,GEST CRISE FONCT,ldz_structure
12283,92000200,H,997,100,SC2,NON,01,9860,1009979860,2020,Qtr 2,avril,24,,,,,2020,Qtr 2,avril,24,2025,Qtr 4,octobre,13,N,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,GEST CRISE DISTRIB,GEST CRISE DISTRIB,ldz_structure
12284,92001015,H,997,100,SC2,NON,01,9907,1009979907,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
12285,92510000,H,997,100,SC2,NON,01,9933,1009979933,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE FINANCIER,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,STRUCTURE-FINANCIER,STRUCTURE-FINANCIER,ldz_structure
12286,92520000,H,997,100,SC2,NON,01,9935,1009979935,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE IMMOBILIER,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,ADMINISTRATION,STRUCTURE-IMMOBILIER,STRUCTURE-IMMOBILIER,ldz_structure
12287,92302240,H,999,100,SC2,NON,20,0000,1009990000,2001,Qtr 4,décembre,31,2008,Qtr 4,décembre,31,2001,Qtr 4,décembre,31,2025,Qtr 4,octobre,13,N,N,RHUMATOLOGIE,CRPP,HORS NORME,ACHAT,SERVICES GENERAUX,HOSPITAL.SEMAINE,MANQUANT,MANQUANT,ldz_structure
12288,92000003,H,001,110,SC2,NON,01,2000,1100012000,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,ADMINISTRATION,ETS PHARM  DIRECTION,ETS PHARM  DIRECTION,ldz_structure
12289,92400000,H,001,110,SC2,NON,09,2131,1100012131,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,AFF REG PHAR & MED,AFF REG PHAR & MED,ldz_structure
12290,92400000,H,001,110,SC2,NON,09,2140,1100012140,2008,Qtr 1,janvier,1,2013,Qtr 1,janvier,1,2008,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,AFF. REGLEMENTAIRES,AFF. REGLEMENTAIRES,ldz_structure
12291,92400000,H,001,110,SC2,NON,09,2150,1100012150,2008,Qtr 1,janvier,1,2011,Qtr 4,décembre,31,2008,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,AFF MED & PHARM. VIG,AFF MED & PHARM. VIG,ldz_structure
12292,92400000,H,001,110,SC2,NON,09,2210,1100012210,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,LABO CONTR. BIOLOGIE,LABO CONTR. BIOLOGIE,ldz_structure
12293,92400000,H,001,110,SC2,NON,09,2211,1100012211,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,LABO CONTR PHYSICO-C,LABO CONTR PHYSICO-C,ldz_structure
12294,92400000,H,001,110,SC2,NON,09,2240,1100012240,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PHARMACIE,CRPP,ETS PHARM HOP PARIS,AGEPS,SERVICES GENERAUX,AUTRES MEDICO-TECHNI,PRODUCT INDUSTRIELLE,PRODUCT INDUSTRIELLE,ldz_structure
