AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
2813,92002290,H,510,022,CUP,NON,01,3021,0225103021,2015,Qtr 4,décembre,2,,,,,2015,Qtr 4,décembre,2,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES GENERAUX POUR MALADES,CRPP,PSY ADDICTOLOGIE,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,PSYCHOLOGUES,PSYCHOLOGUES,ldz_structure
2814,92300000,H,510,022,CUP,NON,80,7344,0225107344,2023,Qtr 4,octobre,19,,,,,2023,Qtr 4,octobre,19,2025,Qtr 4,octobre,13,O,O,EQUIPE DE SUPPLEANCE ADULTE,CRPP,PSY ADDICTOLOGIE,HOPITAL CORENTIN CELTON,CENTRE,HOSPIT COMPL CONVENT,EQUIPE SUPPLEANCE,EQUIPE SUPPLEANCE,ldz_structure
2815,92398150,H,510,022,CUP,NON,33,9017,0225109017,2020,Qtr 3,août,26,,,,,2020,Qtr 3,août,26,2025,Qtr 4,octobre,13,O,O,RECHERCHE,CRPP,PSY ADDICTOLOGIE,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,RECHERCHE DMU510 CCL,RECHERCHE DMU510 CCL,ldz_structure
2816,92340011,H,514,022,CUP,NON,07,1173,0225141173,2011,Qtr 3,septembre,29,,,,,2011,Qtr 3,septembre,29,2025,Qtr 4,octobre,13,O,O,CONSULTATION PRECARITE,CRPP,PROMIIS,HOPITAL CORENTIN CELTON,CENTRE,CONSULTATIONS,PASS ET MEDECINE SOC,PASS ET MEDECINE SOC,ldz_structure
2817,92398150,H,514,022,CUP,NON,33,9018,0225149018,2020,Qtr 3,août,26,,,,,2020,Qtr 3,août,26,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,PROMIIS,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,RECHERCHE DMU514 CCL,RECHERCHE DMU514 CCL,ldz_structure
2818,92320070,H,515,022,CUP,NON,04,0061,0225150061,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,IVG,CRPP,HEMAT-CANC SP MED-CH,HOPITAL CORENTIN CELTON,CENTRE,HOSPITALISATION JOUR,ORTHOGENIE-PLANNING,ORTHOGENIE-PLANNING,ldz_structure
2819,92346120,H,515,022,CUP,NON,07,0062,0225150062,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,CONS. DE PLANIF. OU D'EDUC. FAMILIALE,CRPP,HEMAT-CANC SP MED-CH,HOPITAL CORENTIN CELTON,CENTRE,CONSULTATIONS,CS PLANNING FAMILIAL,CS PLANNING FAMILIAL,ldz_structure
2820,92000003,H,515,022,CUP,NON,01,0299,0225150299,2011,Qtr 4,octobre,5,,,,,2011,Qtr 4,octobre,5,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,HEMAT-CANC SP MED-CH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,EQUIPE MUT DMU 515,EQUIPE MUT DMU 515,ldz_structure
2821,92398150,H,515,022,CUP,NON,33,9019,0225159019,2020,Qtr 3,août,26,,,,,2020,Qtr 3,août,26,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,HEMAT-CANC SP MED-CH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,RECHERCHE DMU515 CCL,RECHERCHE DMU515 CCL,ldz_structure
2822,92320070,H,516,022,CUP,NON,04,0061,0225160061,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2023,Qtr 3,septembre,18,O,O,IVG,CRPP,FEMEO,HOPITAL CORENTIN CELTON,CENTRE,HOSPITALISATION JOUR,ORTHOGENIE-PLANNING,ORTHOGENIE-PLANNING,ldz_structure
2823,92346120,H,516,022,CUP,NON,07,0062,0225160062,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2023,Qtr 3,septembre,18,O,O,CONS. DE PLANIF. OU D'EDUC. FAMILIALE,CRPP,FEMEO,HOPITAL CORENTIN CELTON,CENTRE,CONSULTATIONS,CONS PLANNING FAMILI,CONS PLANNING FAMILI,ldz_structure
2824,92398150,H,516,022,CUP,NON,33,9021,0225169021,2020,Qtr 3,août,26,,,,,2020,Qtr 3,août,26,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,FEMEO,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,RECHERCHE DMU516 CCL,RECHERCHE DMU516 CCL,ldz_structure
2825,92005100,H,997,022,CUP,NON,01,0012,0229970012,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,SERVICES EXTERIEURS (FACULTES INSERM ..,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CHIMENE,CHIMENE,ldz_structure
2826,92258000,H,997,022,CUP,NON,09,0034,0229970034,1999,Qtr 1,mars,1,,,,,1999,Qtr 1,mars,1,2025,Qtr 4,octobre,13,N,O,REEDUCATION PLURIDIS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,AUTRES MEDICO-TECHNI,REEDUCATION,REEDUCATION,ldz_structure
2827,92002290,B,997,022,CUP,NON,01,0152,0229970152,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES GENERAUX POUR MALADES,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ANIMATION USLD,ANIMATION USLD,ldz_structure
2828,92006000,B,997,022,CUP,NON,02,0153,0229970153,2009,Qtr 2,juin,9,,,,,2009,Qtr 2,juin,9,2025,Qtr 4,octobre,13,O,O,FILIERE HOTELIERE,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,FILIERE HOTELIERE,FILIERE HOTELIERE,ldz_structure
2829,92250010,B,997,022,CUP,NON,09,0162,0229970162,2006,Qtr 1,janvier,1,2024,Qtr 4,décembre,31,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,REEDUCATION USLD,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,AUTRES MEDICO-TECHNI,USLD REEDUC,USLD REEDUC,ldz_structure
2830,92002480,B,997,022,CUP,NON,01,0171,0229970171,2003,Qtr 1,janvier,1,,,,,2003,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,ACTIVITES SUPPORT USLD,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,USLD REFACTURATION,USLD REFACTURATION,ldz_structure
2831,92030000,H,997,022,CUP,NON,02,0250,0229970250,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,CUISINE SALLE DE GARDE INTERNAT,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,RESTAURATION,RESTAURATION,ldz_structure
2832,92041000,H,997,022,CUP,NON,02,0255,0229970255,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,LINGERIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,LINGERIE,LINGERIE,ldz_structure
2833,92000220,H,997,022,CUP,NON,01,0258,0229970258,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,GESTION DES MAGASINS (SAUF MAGASIN MEDI,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,MAGASIN HOTELIER,MAGASIN HOTELIER,ldz_structure
2834,92006100,H,997,022,CUP,NON,02,0261,0229970261,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,NETTOYAGE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,BIO NETTOYAGE,BIO NETTOYAGE,ldz_structure
2835,92006500,H,997,022,CUP,NON,02,0262,0229970262,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,AUTRES TRANSPORTS INTERIEURS (LINGE RE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,TRANSPORT INTERIEUR,TRANSPORT INTERIEUR,ldz_structure
2836,92006400,H,997,022,CUP,NON,02,0263,0229970263,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DES DECHETS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,ENVIRONNEMENT,ENVIRONNEMENT,ldz_structure
2837,92000010,H,997,022,CUP,NON,01,0301,0229970301,1998,Qtr 1,janvier,1,2012,Qtr 2,avril,1,1998,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,AUTRES SERVICES ADMINISTRATIFS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CELLULE DE PROJET,CELLULE DE PROJET,ldz_structure
2838,92000000,H,997,022,CUP,NON,01,0311,0229970311,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DIRECTION GENERALE,DIRECTION GENERALE,ldz_structure
2846,92001012,H,997,022,CUP,NON,01,0322,0229970322,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CELL FORM CONTINUE,CELL FORM CONTINUE,ldz_structure
2847,92001024,H,997,022,CUP,NON,01,0323,0229970323,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,CRECHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CRECHE CCL,CRECHE CCL,ldz_structure
2848,92001027,H,997,022,CUP,NON,01,0324,0229970324,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,CENTRE DE LOISIRS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CENTRE DE LOISIRS,CENTRE DE LOISIRS,ldz_structure
2849,92001028,H,997,022,CUP,NON,07,0325,0229970325,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,MEDECINE DE CONTROLE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,CONSULTATIONS,MEDECINE STATUTAIRE,MEDECINE STATUTAIRE,ldz_structure
2850,92001023,H,997,022,CUP,NON,07,0326,0229970326,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,RADIOPROTECTION ET MEDECINE DU TRAVAIL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,CONSULTATIONS,MEDECINE DU TRAVAIL,MEDECINE DU TRAVAIL,ldz_structure
2851,92001025,H,997,022,CUP,NON,01,0327,0229970327,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,COMPLEMENTAIRES SANTE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE INTERET PERS H,SCE INTERET PERS H,ldz_structure
2852,92001022,H,997,022,CUP,NON,01,0328,0229970328,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,SERVICE INTERET GENERAL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE INTERET GENERAL,SCE INTERET GENERAL,ldz_structure
2853,92001021,H,997,022,CUP,NON,01,0329,0229970329,2005,Qtr 4,décembre,1,,,,,2005,Qtr 4,décembre,1,2025,Qtr 4,octobre,13,O,O,SERVICE SOCIAL DU PERSONNEL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE SOCIAL PERSONNEL,SCE SOCIAL PERSONNEL,ldz_structure
2854,92001015,H,997,022,CUP,NON,01,0330,0229970330,2020,Qtr 2,mai,7,,,,,2020,Qtr 2,mai,7,2025,Qtr 4,octobre,13,O,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,RH COVID,RH COVID,ldz_structure
2855,92000210,H,997,022,CUP,NON,01,0331,0229970331,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,DIRECTION DES SERVICES ECONOMIQUES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ECOLOGIE-ENVIRONNEM.,ECOLOGIE-ENVIRONNEM.,ldz_structure
2856,92000200,H,997,022,CUP,NON,01,0332,0229970332,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,SERVICES ECONOMIQUES INDIFFERENCIES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,BUREAU DES ACHATS,BUREAU DES ACHATS,ldz_structure
2857,92006000,H,997,022,CUP,NON,02,0335,0229970335,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,FILIERE HOTELIERE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,FILIERE HOTELIERE,FILIERE HOTELIERE,ldz_structure
2858,92007100,H,997,022,CUP,NON,02,0339,0229970339,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,TRANSPORT MOTORISE DES PATIENTS (HORS S,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,TRANSPORT AMBULANCES,TRANSPORT AMBULANCES,ldz_structure
2859,92258000,H,997,022,CUP,NON,09,0340,0229970340,2023,Qtr 4,octobre,16,,,,,2023,Qtr 4,octobre,16,2025,Qtr 4,octobre,13,O,O,REEDUCATION PLURIDIS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,AUTRES MEDICO-TECHNI,REEDUCATIONS,REEDUCATIONS,ldz_structure
2860,92001200,H,997,022,CUP,NON,01,0341,0229970341,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,SERVICE DES SOINS INFIRMIERS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DSAP,DSAP,ldz_structure
2861,92030020,H,997,022,CUP,NON,02,0343,0229970343,2004,Qtr 4,novembre,1,,,,,2004,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,O,O,DIETETIQUE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,DIETETIQUE,DIETETIQUE,ldz_structure
2862,92300000,H,997,022,CUP,NON,80,0344,0229970344,2012,Qtr 2,avril,11,,,,,2012,Qtr 2,avril,11,2025,Qtr 4,octobre,13,N,O,EQUIPE DE SUPPLEANCE ADULTE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOSPIT COMPL CONVENT,SUPPLEANCE,SUPPLEANCE,ldz_structure
2863,92300000,B,997,022,CUP,NON,80,0345,0229970345,2012,Qtr 2,avril,11,,,,,2012,Qtr 2,avril,11,2025,Qtr 4,octobre,13,N,O,EQUIPE DE SUPPLEANCE ADULTE,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOSPIT COMPL CONVENT,SICS USLD,SICS USLD,ldz_structure
2864,92008000,H,997,022,CUP,NON,01,0351,0229970351,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,DIRECTION DES SERVICES TECHNIQUES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DPT TRAVAUX,DPT TRAVAUX,ldz_structure
2865,92008100,H,997,022,CUP,NON,02,0352,0229970352,1996,Qtr 2,juin,1,2012,Qtr 2,avril,1,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,ATELIERS ET MAGASINS DES SERVICES TECHN,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,SERV.TECHNIQUES,SERV.TECHNIQUES,ldz_structure
2866,92000230,H,997,022,CUP,NON,01,0354,0229970354,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,ACHATS D'EQUIPEMENT,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,EQ HOTELIERS,EQ HOTELIERS,ldz_structure
2867,92008100,H,997,022,CUP,NON,02,0355,0229970355,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ATELIERS ET MAGASINS DES SERVICES TECHN,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,DPT TECHNIQUE,DPT TECHNIQUE,ldz_structure
2868,92006310,H,997,022,CUP,NON,02,0357,0229970357,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SECURITE INCENDIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,SECURITE INCENDIE,SECURITE INCENDIE,ldz_structure
2869,92006200,H,997,022,CUP,NON,02,0358,0229970358,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EAU ENERGIE CHAUFFAGE CLIM,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,ENERGIES,ENERGIES,ldz_structure
2870,92441000,H,997,022,CUP,NON,01,0359,0229970359,2010,Qtr 1,mars,1,,,,,2010,Qtr 1,mars,1,2025,Qtr 4,octobre,13,N,O,INGENIEUR BIOMEDICAL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,EQ BIOMEDICAL,EQ BIOMEDICAL,ldz_structure
2871,92008200,H,997,022,CUP,NON,02,0360,0229970360,2012,Qtr 3,juillet,20,,,,,2012,Qtr 3,juillet,20,2025,Qtr 4,octobre,13,N,O,ENTRETIEN DES JARDINS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,ENTRETIEN JARDINS,ENTRETIEN JARDINS,ldz_structure
2872,92000130,H,997,022,CUP,NON,01,0372,0229970372,2005,Qtr 1,janvier,1,,,,,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,BUDGET - CONTROLE DE GESTION,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DIRECTION FINANCES,DIRECTION FINANCES,ldz_structure
2873,92000160,H,997,022,CUP,NON,01,0373,0229970373,2005,Qtr 1,janvier,1,,,,,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,REGIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,REGIE,REGIE,ldz_structure
2874,92398150,H,997,022,CUP,NON,33,0375,0229970375,2010,Qtr 3,juillet,1,,,,,2010,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,URC DRCD,URC DRCD,ldz_structure
2875,92001100,H,997,022,CUP,NON,01,0390,0229970390,2008,Qtr 3,septembre,1,,,,,2008,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,N,O,DIRECTION DES AFFAIRES MEDICALES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,GESTION PM,GESTION PM,ldz_structure
2876,92001025,H,997,022,CUP,NON,01,0391,0229970391,2009,Qtr 2,juin,9,,,,,2009,Qtr 2,juin,9,2025,Qtr 4,octobre,13,N,O,COMPLEMENTAIRES SANTE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE INTERET PERS C,SCE INTERET PERS C,ldz_structure
2877,92002220,H,997,022,CUP,NON,01,0420,0229970420,2014,Qtr 3,juillet,31,,,,,2014,Qtr 3,juillet,31,2025,Qtr 4,octobre,13,O,O,CULTE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CULTES,CULTES,ldz_structure
2878,92000070,H,997,022,CUP,NON,01,0421,0229970421,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,N,O,DIRECTION DE LA QUALITE DE L'EVALUATIO,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DIRECTION QUALITE,DIRECTION QUALITE,ldz_structure
2879,92002000,H,997,022,CUP,NON,01,0422,0229970422,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,GESTION DES MALADES HOSP.ET CONSULTANTS,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ACCUEIL FACTU,ACCUEIL FACTU,ldz_structure
2880,92002040,H,997,022,CUP,NON,01,0423,0229970423,1999,Qtr 3,août,1,2012,Qtr 2,mai,31,1999,Qtr 3,août,1,2025,Qtr 4,octobre,2,N,N,TUTELLE (INCAPABLES MAJEURS),CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,TUTELLES,TUTELLES,ldz_structure
2881,92002230,H,997,022,CUP,NON,01,0424,0229970424,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,SERVICE MORTUAIRE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CHAMBRE MORTUAIRE,CHAMBRE MORTUAIRE,ldz_structure
2882,92002310,H,997,022,CUP,NON,01,0425,0229970425,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,SERVICE SOCIAL DES MALADES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE SOCIAL PATIENTS,SCE SOCIAL PATIENTS,ldz_structure
2883,92002290,H,997,022,CUP,NON,01,0426,0229970426,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES GENERAUX POUR MALADES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ANIMATION,ANIMATION,ldz_structure
2884,92000261,H,997,022,CUP,NON,01,0427,0229970427,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,STANDARD,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,STANDARD,STANDARD,ldz_structure
2885,92002100,H,997,022,CUP,NON,01,0428,0229970428,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,ARCHIVES MEDICALES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ARCHIVES,ARCHIVES,ldz_structure
2886,92002010,H,997,022,CUP,NON,01,0429,0229970429,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,ACCUEIL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ACCUEIL,ACCUEIL,ldz_structure
2887,92002310,B,997,022,CUP,NON,01,0430,0229970430,2018,Qtr 2,avril,23,,,,,2018,Qtr 2,avril,23,2025,Qtr 4,octobre,13,O,O,SERVICE SOCIAL DES MALADES,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SCE SOC PATIENT USLD,SCE SOC PATIENT USLD,ldz_structure
2888,92006320,H,997,022,CUP,NON,02,0432,0229970432,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,O,O,GARDIENNAGE SECURITE ANTI-MALVEILLANCE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,SECURITE ANTI MALVEI,SECURITE ANTI MALVEI,ldz_structure
2889,92002290,H,997,022,CUP,NON,01,0433,0229970433,1999,Qtr 3,août,1,,,,,1999,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,AUTRES SERVICES GENERAUX POUR MALADES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,COIFFEUR AP-HP,COIFFEUR AP-HP,ldz_structure
2890,92005100,H,997,022,CUP,NON,01,0561,0229970561,1997,Qtr 1,mars,1,2009,Qtr 2,juin,23,1997,Qtr 1,mars,1,2025,Qtr 4,octobre,2,N,N,SERVICES EXTERIEURS (FACULTES INSERM ..,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,FACULTE MEDECINE,FACULTE MEDECINE,ldz_structure
2891,92999999,H,997,022,CUP,NON,01,0631,0229970631,1997,Qtr 1,mars,1,,,,,1997,Qtr 1,mars,1,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ACTES DEMANDES,ACTES DEMANDES,ldz_structure
2892,92001019,H,997,022,CUP,NON,01,0918,0229970918,2012,Qtr 2,juin,29,2012,Qtr 3,juillet,31,2012,Qtr 2,juin,29,2025,Qtr 4,octobre,2,N,N,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,PROT HAND TRAVAIL,PROT HAND TRAVAIL,ldz_structure
2893,92000000,H,997,022,CUP,NON,01,0919,0229970919,2012,Qtr 4,novembre,30,,,,,2012,Qtr 4,novembre,30,2025,Qtr 4,octobre,13,N,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DIR STRAT AFF INTERN,DIR STRAT AFF INTERN,ldz_structure
