Somme de AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_GHU,CD_ETA,CD_UGL,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,GHU,LB_ETA,LB_UGL,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
3187,92395003,H,205,026,HMN,HMN,026,0262058008,NON,07,8008,0262058008,2010,Qtr 4,décembre,10,,,,,2010,Qtr 4,décembre,10,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,MEDECINE,GH A.CHENEVIER-H.MONDOR,MONDOR,MONDOR,GH A.CHENEVIER-H.MONDOR,C.R.HUNTINGTON,CONSULTATIONS,C.R.HUNTINGTON,C.R.HUNTINGTON,ldz_structure
18200,92395003,H,303,095,PSD,PSD,095,0953030052,NON,07,0052,0953030052,2023,Qtr 4,octobre,26,,,,,2025,Qtr 1,février,10,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,VILLE HOPITAL,HOPITAL AVICENNE,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL AVICENNE,CRMR DREPANOCYTOSE,CONSULTATIONS,CRMR DREPANOCYTOSE,CRMR DREPANOCYTOSE,ldz_structure
11702,92395003,H,304,095,PSD,PSD,095,0953040052,NON,07,0052,0953040052,2023,Qtr 4,octobre,26,,,,,2023,Qtr 4,octobre,26,2025,Qtr 1,janvier,29,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NARVAL,HOPITAL AVICENNE,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL AVICENNE,CRMR DREPANOCYTOSE,CONSULTATIONS,CRMR DREPANOCYTOSE,CRMR DREPANOCYTOSE,ldz_structure
11713,92395003,H,304,095,PSD,PSD,095,0953040136,NON,07,0136,0953040136,2017,Qtr 4,novembre,7,,,,,2017,Qtr 4,novembre,7,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NARVAL,HOPITAL AVICENNE,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL AVICENNE,C.CRMR PNEUMOLOGIE,CONSULTATIONS,C.CRMR PNEUMOLOGIE,C.CRMR PNEUMOLOGIE,ldz_structure
11720,92395003,H,304,095,PSD,PSD,095,0953040396,NON,07,0396,0953040396,2016,Qtr 4,novembre,22,,,,,2016,Qtr 4,novembre,22,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NARVAL,HOPITAL AVICENNE,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL AVICENNE,C. CRMR DERMATOLOGIE,CONSULTATIONS,C. CRMR DERMATOLOGIE,C. CRMR DERMATOLOGIE,ldz_structure
419,92395003,H,402,010,UPS,UPS,010,0104025532,NON,07,5532,0104025532,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SANTE FEMMES NVX NES,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR GYNECOLOGIQUE,CONSULTATIONS,CS CMR GYNECOLOGIQUE,CS CMR GYNECOLOGIQUE,ldz_structure
3548,92395003,H,402,028,UPS,UPS,028,0284027080,NON,07,7080,0284027080,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SANTE FEMMES NVX NES,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,CS CMR HERNIE COUP,CONSULTATIONS,CS CMR HERNIE COUP,CS CMR HERNIE COUP,ldz_structure
427,92395003,H,403,010,UPS,UPS,010,0104030109,NON,07,0109,0104030109,2021,Qtr 1,mars,29,2024,Qtr 1,janvier,5,2021,Qtr 1,mars,29,2025,Qtr 4,octobre,2,O,N,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS PROTEC ENF - ADO,CONSULTATIONS,CS PROTEC ENF - ADO,CS PROTEC ENF - ADO,ldz_structure
431,92395003,H,403,010,UPS,UPS,010,0104030804,NON,07,0804,0104030804,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MAL AUTO INFLAM,CONSULTATIONS,CMR MAL AUTO INFLAM,CMR MAL AUTO INFLAM,ldz_structure
432,92395003,H,403,010,UPS,UPS,010,0104030805,NON,07,0805,0104030805,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR CASTLEMAN,CONSULTATIONS,CS CMR CASTLEMAN,CS CMR CASTLEMAN,ldz_structure
436,92395003,H,403,010,UPS,UPS,010,0104030852,NON,07,0852,0104030852,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR CYT AUTIM PED,CONSULTATIONS,CS CMR CYT AUTIM PED,CS CMR CYT AUTIM PED,ldz_structure
438,92395003,H,403,010,UPS,UPS,010,0104030871,NON,07,0871,0104030871,2022,Qtr 4,novembre,8,,,,,2022,Qtr 4,novembre,8,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR GLOB ROUG PED,CONSULTATIONS,CS CMR GLOB ROUG PED,CS CMR GLOB ROUG PED,ldz_structure
439,92395003,H,403,010,UPS,UPS,010,0104030900,NON,07,0900,0104030900,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR DEF INTEL OS,CONSULTATIONS,CS CMR DEF INTEL OS,CS CMR DEF INTEL OS,ldz_structure
443,92395003,H,403,010,UPS,UPS,010,0104030904,NON,07,0904,0104030904,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MAL MITOCHON,CONSULTATIONS,CMR MAL MITOCHON,CMR MAL MITOCHON,ldz_structure
444,92395003,H,403,010,UPS,UPS,010,0104030905,NON,07,0905,0104030905,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MAL DE WILSON,CONSULTATIONS,CMR MAL DE WILSON,CMR MAL DE WILSON,ldz_structure
445,92395003,H,403,010,UPS,UPS,010,0104030906,NON,07,0906,0104030906,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR AVB CHOL GEN,CONSULTATIONS,CS CMR AVB CHOL GEN,CS CMR AVB CHOL GEN,ldz_structure
446,92395003,H,403,010,UPS,UPS,010,0104030907,NON,07,0907,0104030907,2011,Qtr 1,mars,10,,,,,2011,Qtr 1,mars,10,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR DEV SEXUEL,CONSULTATIONS,CMR DEV SEXUEL,CMR DEV SEXUEL,ldz_structure
447,92395003,H,403,010,UPS,UPS,010,0104030908,NON,07,0908,0104030908,2011,Qtr 1,mars,10,,,,,2011,Qtr 1,mars,10,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR METABOLISME CALC,CONSULTATIONS,CMR METABOLISME CALC,CMR METABOLISME CALC,ldz_structure
449,92395003,H,403,010,UPS,UPS,010,0104030910,NON,07,0910,0104030910,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR PAT THYR REC,CONSULTATIONS,CS CMR PAT THYR REC,CS CMR PAT THYR REC,ldz_structure
450,92395003,H,403,010,UPS,UPS,010,0104030912,NON,07,0912,0104030912,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR SURRENALE,CONSULTATIONS,CS CMR SURRENALE,CS CMR SURRENALE,ldz_structure
451,92395003,H,403,010,UPS,UPS,010,0104030913,NON,07,0913,0104030913,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR M HEP AUTIM,CONSULTATIONS,CS CMR M HEP AUTIM,CS CMR M HEP AUTIM,ldz_structure
452,92395003,H,403,010,UPS,UPS,010,0104030914,NON,07,0914,0104030914,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR VASC FOIE,CONSULTATIONS,CS CMR VASC FOIE,CS CMR VASC FOIE,ldz_structure
453,92395003,H,403,010,UPS,UPS,010,0104030915,NON,07,0915,0104030915,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR METABO HEPAT,CONSULTATIONS,CS CMR METABO HEPAT,CS CMR METABO HEPAT,ldz_structure
460,92395003,H,403,010,UPS,UPS,010,0104031003,NON,07,1003,0104031003,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MAL INFLAMM CERV,CONSULTATIONS,CMR MAL INFLAMM CERV,CMR MAL INFLAMM CERV,ldz_structure
461,92395003,H,403,010,UPS,UPS,010,0104031004,NON,07,1004,0104031004,2011,Qtr 1,mars,10,,,,,2011,Qtr 1,mars,10,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR LEUCODYSTROPHIES,CONSULTATIONS,CMR LEUCODYSTROPHIES,CMR LEUCODYSTROPHIES,ldz_structure
462,92395003,H,403,010,UPS,UPS,010,0104031005,NON,07,1005,0104031005,2011,Qtr 3,septembre,27,,,,,2011,Qtr 3,septembre,27,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MITOCHONDRIALES,CONSULTATIONS,CMR MITOCHONDRIALES,CMR MITOCHONDRIALES,ldz_structure
465,92395003,H,403,010,UPS,UPS,010,0104031008,NON,07,1008,0104031008,2017,Qtr 4,novembre,14,,,,,2017,Qtr 4,novembre,14,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR EPILEP RARES,CONSULTATIONS,CS CMR EPILEP RARES,CS CMR EPILEP RARES,ldz_structure
466,92395003,H,403,010,UPS,UPS,010,0104031009,NON,07,1009,0104031009,2024,Qtr 1,février,15,,,,,2024,Qtr 1,février,15,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR MAMEA,CONSULTATIONS,CMR MAMEA,CMR MAMEA,ldz_structure
481,92395003,H,403,010,UPS,UPS,010,0104033807,NON,07,3807,0104033807,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR ANOMALI DEVEL,CONSULTATIONS,CS CMR ANOMALI DEVEL,CS CMR ANOMALI DEVEL,ldz_structure
482,92395003,H,403,010,UPS,UPS,010,0104033900,NON,07,3900,0104033900,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR CRACMO,CONSULTATIONS,CS CMR CRACMO,CS CMR CRACMO,ldz_structure
484,92395003,H,403,010,UPS,UPS,010,0104033902,NON,07,3902,0104033902,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR VOIES URINAIR,CONSULTATIONS,CS CMR VOIES URINAIR,CS CMR VOIES URINAIR,ldz_structure
486,92395003,H,403,010,UPS,UPS,010,0104033904,NON,07,3904,0104033904,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR MAREP,CONSULTATIONS,CS CMR MAREP,CS CMR MAREP,ldz_structure
3555,92395003,H,403,028,UPS,UPS,028,0284030604,NON,07,0604,0284030604,2008,Qtr 3,juillet,1,,,,,2008,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,CS CMR MAL GENETIQUE,CONSULTATIONS,CS CMR MAL GENETIQUE,CS CMR MAL GENETIQUE,ldz_structure
3557,92395003,H,403,028,UPS,UPS,028,0284030607,NON,07,0607,0284030607,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,CS CMR MAL HEP HERE,CONSULTATIONS,CS CMR MAL HEP HERE,CS CMR MAL HEP HERE,ldz_structure
3558,92395003,H,403,028,UPS,UPS,028,0284030608,NON,07,0608,0284030608,2017,Qtr 4,novembre,17,,,,,2017,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,CS CMR DREPANOCYT,CONSULTATIONS,CS CMR DREPANOCYT,CS CMR DREPANOCYT,ldz_structure
7933,92395003,H,403,068,UPS,UPS,068,0684032145,NON,07,2145,0684032145,2011,Qtr 3,septembre,26,,,,,2011,Qtr 3,septembre,26,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,CS CREF NEURO-MUSC,CONSULTATIONS,CS CREF NEURO-MUSC,CS CREF NEURO-MUSC,ldz_structure
7934,92395003,H,403,068,UPS,UPS,068,0684032146,NON,04,2146,0684032146,2014,Qtr 4,novembre,12,,,,,2014,Qtr 4,novembre,12,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,HJ CREF NRO-MUSC MCO,HOSPITALISATION JOUR,HJ CREF NRO-MUSC MCO,HJ CREF NRO-MUSC MCO,ldz_structure
13901,92395003,H,403,068,UPS,UPS,068,0684032148,NON,04,2148,0684032148,2024,Qtr 3,septembre,16,,,,,2024,Qtr 3,septembre,23,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SEA,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,HJ NEURO-MUSCUL SMR,HOSPITALISATION JOUR,HJ NEURO-MUSCUL SMR,HJ NEURO-MUSCUL SMR,ldz_structure
501,92395003,H,404,010,UPS,UPS,010,0104040700,NON,07,0700,0104040700,2017,Qtr 4,novembre,22,,,,,2017,Qtr 4,novembre,22,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,CORREVE,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR SNI,CONSULTATIONS,CS CMR SNI,CS CMR SNI,ldz_structure
1443,92395003,H,404,014,UPS,UPS,014,0144040039,NON,07,0039,0144040039,2020,Qtr 4,novembre,16,,,,,2020,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,CORREVE,HOPITAL AMBROISE PARE,SACLAY,SACLAY,HOPITAL AMBROISE PARE,CS CMR CARDIOMYOPATH,CONSULTATIONS,CS CMR CARDIOMYOPATH,CS CMR CARDIOMYOPATH,ldz_structure
3570,92395003,H,404,028,UPS,UPS,028,0284040426,NON,07,0426,0284040426,2017,Qtr 4,novembre,16,2020,Qtr 1,mars,14,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,2,N,N,CREF PRISE EN CHARGE MALADIES RARES,CRPP,CORREVE,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,CS CMR AMYLOSES CARD,CONSULTATIONS,CS CMR AMYLOSES CARD,CS CMR AMYLOSES CARD,ldz_structure
7939,92395003,H,404,068,UPS,UPS,068,0684040155,NON,04,0155,0684040155,2017,Qtr 4,novembre,14,,,,,2017,Qtr 4,novembre,14,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,CORREVE,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,MCO HJ SED,HOSPITALISATION JOUR,MCO HJ SED,MCO HJ SED,ldz_structure
7941,92395003,H,404,068,UPS,UPS,068,0684040158,NON,07,0158,0684040158,2020,Qtr 4,novembre,16,,,,,2020,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,CORREVE,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,CRMR CS SED,CONSULTATIONS,CRMR CS SED,CRMR CS SED,ldz_structure
510,92395003,H,405,010,UPS,UPS,010,0104050500,NON,07,0500,0104050500,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,THORINNO,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR M PULM RARES,CONSULTATIONS,CS CMR M PULM RARES,CS CMR M PULM RARES,ldz_structure
515,92395003,H,405,010,UPS,UPS,010,0104050512,NON,07,0512,0104050512,2012,Qtr 1,mars,19,,,,,2012,Qtr 1,mars,19,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,THORINNO,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR HTAP,CONSULTATIONS,CS CMR HTAP,CS CMR HTAP,ldz_structure
532,92395003,H,406,010,UPS,UPS,010,0104062205,NON,07,2205,0104062205,2010,Qtr 4,décembre,13,,,,,2010,Qtr 4,décembre,13,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CMR CANCER PREDIR,CONSULTATIONS,CMR CANCER PREDIR,CMR CANCER PREDIR,ldz_structure
11909,92395003,H,406,096,UPS,UPS,096,0964060374,NON,07,0374,0964060374,2011,Qtr 3,septembre,28,,,,,2011,Qtr 3,septembre,28,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CMR ASS MAL WILSON,CONSULTATIONS,CMR ASS MAL WILSON,CMR ASS MAL WILSON,ldz_structure
11910,92395003,H,406,096,UPS,UPS,096,0964060375,NON,07,0375,0964060375,2011,Qtr 3,septembre,28,,,,,2011,Qtr 3,septembre,28,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CMR ASS NEURO AMYL,CONSULTATIONS,CMR ASS NEURO AMYL,CMR ASS NEURO AMYL,ldz_structure
11911,92395003,H,406,096,UPS,UPS,096,0964060376,NON,07,0376,0964060376,2018,Qtr 1,mars,8,,,,,2018,Qtr 1,mars,8,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CS CMR IVBHA,CONSULTATIONS,CS CMR IVBHA,CS CMR IVBHA,ldz_structure
11912,92395003,H,406,096,UPS,UPS,096,0964060377,NON,07,0377,0964060377,2018,Qtr 1,mars,8,,,,,2018,Qtr 1,mars,8,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CS CMR HEMOCHRO,CONSULTATIONS,CS CMR HEMOCHRO,CS CMR HEMOCHRO,ldz_structure
11913,92395003,H,406,096,UPS,UPS,096,0964060378,NON,07,0378,0964060378,2018,Qtr 1,mars,8,,,,,2018,Qtr 1,mars,8,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CS CMR MVF,CONSULTATIONS,CS CMR MVF,CS CMR MVF,ldz_structure
11914,92395003,H,406,096,UPS,UPS,096,0964060379,NON,07,0379,0964060379,2018,Qtr 1,mars,8,,,,,2018,Qtr 1,mars,8,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,CS CMR MC,CONSULTATIONS,CS CMR MC,CS CMR MC,ldz_structure
540,92395003,H,407,010,UPS,UPS,010,0104070400,NON,07,0400,0104070400,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR M AUT-IM SYST,CONSULTATIONS,CS CMR M AUT-IM SYST,CS CMR M AUT-IM SYST,ldz_structure
554,92395003,H,407,010,UPS,UPS,010,0104071307,NON,07,1307,0104071307,2017,Qtr 4,novembre,14,,,,,2017,Qtr 4,novembre,14,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR OPHTARA,CONSULTATIONS,CS CMR OPHTARA,CS CMR OPHTARA,ldz_structure
556,92395003,H,407,010,UPS,UPS,010,0104072006,NON,07,2006,0104072006,2010,Qtr 4,décembre,9,,,,,2010,Qtr 4,décembre,9,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR GLOBULE ROUGE,CONSULTATIONS,CS CMR GLOBULE ROUGE,CS CMR GLOBULE ROUGE,ldz_structure
558,92395003,H,407,010,UPS,UPS,010,0104072012,NON,04,2012,0104072012,2015,Qtr 1,mars,25,,,,,2015,Qtr 1,mars,25,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,HDJ HEMOPHILIE,HOSPITALISATION JOUR,HDJ HEMOPHILIE,HDJ HEMOPHILIE,ldz_structure
559,92395003,H,407,010,UPS,UPS,010,0104072014,NON,07,2014,0104072014,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR CYTO AUTOIMM,CONSULTATIONS,CS CMR CYTO AUTOIMM,CS CMR CYTO AUTOIMM,ldz_structure
560,92395003,H,407,010,UPS,UPS,010,0104072015,NON,07,2015,0104072015,2017,Qtr 4,novembre,16,,,,,2017,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,CS CMR CEREDIH,CONSULTATIONS,CS CMR CEREDIH,CS CMR CEREDIH,ldz_structure
