Somme de AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_GHU,CD_ETA,CD_UGL,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,GHU,LB_ETA,LB_UGL,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
4144,92001012,H,997,032,PSD,PSD,032,0329973250,NON,01,3250,0329973250,1996,Qtr 1,janvier,1,,,,,1996,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL JEAN VERDIER,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL JEAN VERDIER,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
4260,92001012,H,997,033,NUP,NUP,033,0339972103,NON,01,2103,0339972103,2000,Qtr 4,octobre,24,,,,,2000,Qtr 4,octobre,24,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,HOPITAL BRETONNEAU,NORD,NORD,HOPITAL BRETONNEAU,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
4456,92001012,H,997,036,HMN,HMN,036,0369971612,NON,01,1612,0369971612,1999,Qtr 3,juillet,1,,,,,1999,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL GEORGES CLEMENCEAU,MONDOR,MONDOR,HOPITAL GEORGES CLEMENCEAU,FORMATION CONTINUE,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
4610,92001012,H,997,038,H38,H38,038,0389971000,NON,01,1000,0389971000,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL MARIN D HENDAYE,HENDAYE,HENDAYE,HOPITAL MARIN D HENDAYE,GESTION FORMATION,ADMINISTRATION,GESTION FORMATION,GESTION FORMATION,ldz_structure
4622,92001012,H,997,038,H38,H38,038,0389979815,NON,01,9815,0389979815,1996,Qtr 2,juin,1,2023,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL MARIN D HENDAYE,HENDAYE,HENDAYE,HOPITAL MARIN D HENDAYE,ECOLE AS,ADMINISTRATION,ECOLE AS,ECOLE AS,ldz_structure
4881,92001012,H,997,041,CUP,CUP,041,0419975330,NON,01,5330,0419975330,1996,Qtr 1,janvier,1,2015,Qtr 4,décembre,31,1996,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HOTEL-DIEU DE PARIS,CENTRE,CENTRE,HOTEL-DIEU DE PARIS,GESTION FORMATION,ADMINISTRATION,GESTION FORMATION,GESTION FORMATION,ldz_structure
5101,92001012,H,997,042,SUN,SUN,042,0429976035,NON,01,6035,0429976035,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,HOPITAL CHARLES FOIX,SORBONNE,SORBONNE,HOPITAL CHARLES FOIX,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
5102,92001012,H,997,042,SUN,SUN,042,0429976036,NON,01,6036,0429976036,1999,Qtr 1,janvier,1,2009,Qtr 4,novembre,4,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,HOPITAL CHARLES FOIX,SORBONNE,SORBONNE,HOPITAL CHARLES FOIX,COMMANDE FORMATION,ADMINISTRATION,COMMANDE FORMATION,COMMANDE FORMATION,ldz_structure
5290,92001012,H,997,044,HMN,HMN,044,0449975900,NON,01,5900,0449975900,2001,Qtr 1,janvier,1,,,,,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL DUPUYTREN,MONDOR,MONDOR,HOPITAL DUPUYTREN,DEVELOPPEMENT RH,ADMINISTRATION,DEVELOPPEMENT RH,DEVELOPPEMENT RH,ldz_structure
5291,92001012,H,997,044,HMN,HMN,044,0449975910,NON,01,5910,0449975910,2016,Qtr 2,juin,13,,,,,2016,Qtr 2,juin,13,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL DUPUYTREN,MONDOR,MONDOR,HOPITAL DUPUYTREN,FORMATION CONTINUE,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
5652,92001012,H,997,047,NUP,NUP,047,0479975206,NON,01,5206,0479975206,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
5729,92001012,H,997,047,NUP,NUP,047,0479979115,NON,01,9115,0479979115,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
6041,92001012,H,997,053,NUP,NUP,053,0539970715,NON,01,0715,0539970715,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL LOUIS MOURIER,NORD,NORD,HOPITAL LOUIS MOURIER,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
6662,92001012,H,997,061,CUP,CUP,061,0619977841,NON,01,7841,0619977841,1996,Qtr 1,janvier,1,,,,,1996,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CELL FORM CONTINUE,ADMINISTRATION,CELL FORM CONTINUE,CELL FORM CONTINUE,ldz_structure
6745,92001012,H,997,061,CUP,CUP,061,0619979815,NON,01,9815,0619979815,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,1,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,FORMATION AS,ADMINISTRATION,FORMATION AS,FORMATION AS,ldz_structure
6836,92001012,H,997,064,NUP,NUP,064,0649970348,NON,01,0348,0649970348,1998,Qtr 1,janvier,1,2010,Qtr 3,septembre,3,1998,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL PAUL DOUMER,NORD,NORD,HOPITAL PAUL DOUMER,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
6839,92001012,H,997,064,NUP,NUP,064,0649970351,NON,01,0351,0649970351,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL PAUL DOUMER,NORD,NORD,HOPITAL PAUL DOUMER,GESTION FORMATION,ADMINISTRATION,GESTION FORMATION,GESTION FORMATION,ldz_structure
7650,92001012,H,997,066,SUN,SUN,066,0669978131,NON,01,8131,0669978131,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
7735,92001012,H,997,066,SUN,SUN,066,0669979792,NON,01,9792,0669979792,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,FORMATION SIDA TOXIC,ADMINISTRATION,FORMATION SIDA TOXIC,FORMATION SIDA TOXIC,ldz_structure
8142,92001012,H,997,068,UPS,UPS,068,0689979583,NON,01,9583,0689979583,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,FORMATION CONTINUE,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
8160,92001012,H,997,068,UPS,UPS,068,0689979815,NON,01,9815,0689979815,1996,Qtr 2,juin,1,2011,Qtr 3,août,5,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,FORMATION ELEVES AS,ADMINISTRATION,FORMATION ELEVES AS,FORMATION ELEVES AS,ldz_structure
8308,92001012,H,997,069,PSD,PSD,069,0699971450,NON,01,1450,0699971450,2001,Qtr 1,janvier,1,,,,,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL RENE MURET - BIGOTTINI,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL RENE MURET - BIGOTTINI,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
8645,92001012,H,997,070,NUP,NUP,070,0709970529,NON,01,0529,0709970529,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL ROBERT DEBRE,NORD,NORD,HOPITAL ROBERT DEBRE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
8869,92001012,H,997,072,SUN,SUN,072,0729970221,NON,01,0221,0729970221,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL ROTHSCHILD,SORBONNE,SORBONNE,HOPITAL ROTHSCHILD,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
9252,92001012,H,997,073,SUN,SUN,073,0739974902,NON,01,4902,0739974902,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,SORBONNE,HOPITAL SAINT ANTOINE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
9706,92001012,H,997,075,CUP,CUP,075,0759970914,NON,01,0914,0759970914,2012,Qtr 2,avril,16,,,,,2012,Qtr 2,avril,16,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HEGP,CENTRE,CENTRE,HEGP,CELL FORM CONTINUE,ADMINISTRATION,CELL FORM CONTINUE,CELL FORM CONTINUE,ldz_structure
9759,92001012,H,997,075,CUP,CUP,075,0759979815,NON,01,9815,0759979815,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HEGP,CENTRE,CENTRE,HEGP,FORM.ELEVES AIDES-SO,ADMINISTRATION,FORM.ELEVES AIDES-SO,FORM.ELEVES AIDES-SO,ldz_structure
10141,92001012,H,997,076,NUP,NUP,076,0769970446,NON,01,0446,0769970446,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,POLE ADMIN LOG TECH,HOPITAL SAINT LOUIS,NORD,NORD,HOPITAL SAINT LOUIS,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
10383,92001012,H,997,079,UPS,UPS,079,0799970511,NON,01,0511,0799970511,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL STE PERINE,SACLAY,SACLAY,HOPITAL STE PERINE,FORMATION CONTINUE,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
10411,92001012,H,997,079,UPS,UPS,079,0799979815,NON,01,9815,0799979815,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL STE PERINE,SACLAY,SACLAY,HOPITAL STE PERINE,FORM.ELEVES AIDE-SOI,ADMINISTRATION,FORM.ELEVES AIDE-SOI,FORM.ELEVES AIDE-SOI,ldz_structure
10529,92001012,H,997,084,H84,H84,084,0849970532,NON,01,0532,0849970532,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,POLE ADMIN LOG TECH,HOPITAL SAN SALVADOUR,SAN SALVADOUR,SAN SALVADOUR,HOPITAL SAN SALVADOUR,FORMATION CONTINUE,ADMINISTRATION,FORMATION CONTINUE,FORMATION CONTINUE,ldz_structure
10893,92001012,H,997,087,SUN,SUN,087,0879975406,NON,01,5406,0879975406,1999,Qtr 4,novembre,1,,,,,1999,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
10956,92001012,H,997,087,SUN,SUN,087,0879979815,NON,01,9815,0879979815,1996,Qtr 2,juin,1,2009,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,FORM.ELEVES AIDE-SOI,ADMINISTRATION,FORM.ELEVES AIDE-SOI,FORM.ELEVES AIDE-SOI,ldz_structure
11237,92001012,H,997,088,SUN,SUN,088,0889970511,NON,01,0511,0889970511,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,GH ARMAND TROUSSEAU-LA ROCHE GUYON,SORBONNE,SORBONNE,GH ARMAND TROUSSEAU-LA ROCHE GUYON,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
11424,92001012,H,997,090,CUP,CUP,090,0909970119,NON,01,0119,0909970119,2004,Qtr 1,janvier,1,,,,,2004,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HOPITAL DE VAUGIRARD-GABRIEL PALLEZ,CENTRE,CENTRE,HOPITAL DE VAUGIRARD-GABRIEL PALLEZ,CELL FORM CONTINUE,ADMINISTRATION,CELL FORM CONTINUE,CELL FORM CONTINUE,ldz_structure
11767,92001012,H,997,095,PSD,PSD,095,0959970253,NON,01,0253,0959970253,2011,Qtr 2,mai,24,,,,,2011,Qtr 2,mai,24,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOPITAL AVICENNE,SEINE-SAINT-DENIS,SEINE-SAINT-DENIS,HOPITAL AVICENNE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12088,92001012,H,997,096,UPS,UPS,096,0969979583,NON,01,9583,0969979583,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMIN LOG TEC,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12196,92001012,H,997,099,H99,H99,099,0999971202,NON,01,1202,0999971202,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HAD,HOSPITALISATION A DOMICILE,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12239,92001012,H,997,099,H99,H99,099,0999979815,NON,01,9815,0999979815,1996,Qtr 3,août,1,,,,,1996,Qtr 3,août,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,HOSPITALISATION A DOMICILE,HAD,HAD,HOSPITALISATION A DOMICILE,FORM.ELEVE AIDE-SOIG,ADMINISTRATION,FORM.ELEVE AIDE-SOIG,FORM.ELEVE AIDE-SOIG,ldz_structure
12268,92001012,H,997,100,SC2,SC2,100,1009978100,NON,01,8100,1009978100,1996,Qtr 3,septembre,1,,,,,1996,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,ADM./TECHN./LOGIST.,ACHAT,SERVICES GENERAUX,SERVICES GENERAUX,ACHAT,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12339,92001012,H,997,110,SC2,SC2,110,1109978102,NON,01,8102,1109978102,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,ADMINISTRATIF,AGEPS,SERVICES GENERAUX,SERVICES GENERAUX,AGEPS,FORMATION/CONCOURS,ADMINISTRATION,FORMATION/CONCOURS,FORMATION/CONCOURS,ldz_structure
12479,92001012,H,997,150,SC2,SC2,150,1509970019,NON,01,0019,1509970019,2009,Qtr 4,octobre,16,,,,,2009,Qtr 4,octobre,16,2025,Qtr 4,octobre,13,O,O,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,SERVICE CENTRAL DES BLANCHISSERIES,SERVICES GENERAUX,SERVICES GENERAUX,SERVICE CENTRAL DES BLANCHISSERIES,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12539,92001012,H,997,160,SC2,SC2,160,1609977022,NON,01,7022,1609977022,2009,Qtr 4,octobre,14,,,,,2009,Qtr 4,octobre,14,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,SECURITE MAINTENANCE SERVICES,SERVICES GENERAUX,SERVICES GENERAUX,SECURITE MAINTENANCE SERVICES,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
12603,92001012,H,997,320,SC2,SC2,320,3209978025,NON,01,8025,3209978025,2009,Qtr 4,octobre,14,,,,,2009,Qtr 4,octobre,14,2025,Qtr 4,octobre,13,N,O,GESTION DE LA FORMATION,CRPP,POLE ADMINISTRATIF,SERVICE CENTRAL DES AMBULANCES,SERVICES GENERAUX,SERVICES GENERAUX,SERVICE CENTRAL DES AMBULANCES,FORMATION,ADMINISTRATION,FORMATION,FORMATION,ldz_structure
5660,92001013,H,997,047,NUP,NUP,047,0479975214,NON,01,5214,0479975214,2014,Qtr 4,octobre,16,,,,,2014,Qtr 4,octobre,16,2025,Qtr 4,octobre,13,O,O,FORMATION CONTINUE FINANCEMENT GH,CRPP,ADMINISTRATIF,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,FORMATION CAPRO,ADMINISTRATION,FORMATION CAPRO,FORMATION CAPRO,ldz_structure
10161,92001013,H,997,076,NUP,NUP,076,0769970466,NON,01,0466,0769970466,2013,Qtr 1,mars,22,,,,,2013,Qtr 1,mars,22,2025,Qtr 4,octobre,13,N,O,FORMATION CONTINUE FINANCEMENT GH,CRPP,POLE ADMIN LOG TECH,HOPITAL SAINT LOUIS,NORD,NORD,HOPITAL SAINT LOUIS,FORMATION CAPRO,ADMINISTRATION,FORMATION CAPRO,FORMATION CAPRO,ldz_structure
5180,92001014,H,997,042,SUN,SUN,042,0429979858,NON,01,9858,0429979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,POLE ADMINISTRATIF,HOPITAL CHARLES FOIX,SORBONNE,SORBONNE,HOPITAL CHARLES FOIX,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
5833,92001014,H,997,049,SUN,SUN,049,0499979858,NON,01,9858,0499979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,HOPITAL DE LA ROCHE-GUYON,SORBONNE,SORBONNE,HOPITAL DE LA ROCHE-GUYON,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
7755,92001014,H,997,066,SUN,SUN,066,0669979858,NON,01,9858,0669979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
8916,92001014,H,997,072,SUN,SUN,072,0729979858,NON,01,9858,0729979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,HOPITAL ROTHSCHILD,SORBONNE,SORBONNE,HOPITAL ROTHSCHILD,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
9321,92001014,H,997,073,SUN,SUN,073,0739979858,NON,01,9858,0739979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,SORBONNE,HOPITAL SAINT ANTOINE,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
10970,92001014,H,997,087,SUN,SUN,087,0879979858,NON,01,9858,0879979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
11340,92001014,H,997,088,SUN,SUN,088,0889979858,NON,01,9858,0889979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,PROMOTION PROFESSIONNELLE FINANCEMENT GH,CRPP,ADMINISTRATIF,GH ARMAND TROUSSEAU-LA ROCHE GUYON,SORBONNE,SORBONNE,GH ARMAND TROUSSEAU-LA ROCHE GUYON,PROM PROF FINANC GH,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
13398,92001015,A,015,412,SC1,SC1,412,4120159927,NON,01,9927,4120159927,2016,Qtr 4,décembre,1,,,,,2016,Qtr 4,décembre,1,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAA,DIRECTION,DRCI,SERVICES CENTRAUX,SERVICES CENTRAUX,DRCI,HRA CORRECTION,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
13307,92001015,A,030,401,SC1,SC1,401,4010309927,NON,01,9927,4010309927,2011,Qtr 3,août,29,,,,,2011,Qtr 3,août,29,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAA,DNA,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,HRA CORRECTION,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
865,92001015,B,997,010,UPS,UPS,010,0109979917,NON,01,9917,0109979917,2009,Qtr 4,octobre,13,2012,Qtr 1,janvier,1,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,2,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,ADMIN LOG TEC,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,HRA CORRECTION,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
1820,92001015,B,997,016,CUP,CUP,016,0169979917,NON,01,9917,0169979917,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,ADM LOG TECH,GH BROCA-LA COLLEGIALE,CENTRE,CENTRE,GH BROCA-LA COLLEGIALE,HRA CORRECTION SLD,ADMINISTRATION,HRA CORRECTION SLD,HRA CORRECTION SLD,ldz_structure
1999,92001015,B,997,019,NUP,NUP,019,0199979917,NON,01,9917,0199979917,2009,Qtr 4,octobre,13,2016,Qtr 4,décembre,31,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,2,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,POLE ADMINISTRATIF,HOPITAL ADELAIDE HAUTVAL,NORD,NORD,HOPITAL ADELAIDE HAUTVAL,HRA CORRECTION,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
2917,92001015,B,997,022,CUP,CUP,022,0229979917,NON,01,9917,0229979917,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,CENTRE,HOPITAL CORENTIN CELTON,HRA CORRECTION SLD,ADMINISTRATION,HRA CORRECTION SLD,HRA CORRECTION SLD,ldz_structure
3445,92001015,B,997,026,HMN,HMN,026,0269979917,NON,01,9917,0269979917,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,ADMIN LOG TEC,GH A.CHENEVIER-H.MONDOR,MONDOR,MONDOR,GH A.CHENEVIER-H.MONDOR,HRA CORRECTION,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
